gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,tenure_group,HasInternet,NumServices,ContractMonths,IsMonthToMonth,ContractProgress,HasPhoneService,InternetService_Fiber optic,InternetService_No,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Contract_One year,Contract_Two year,fiber_contract_risk,price_tenure_risk,early_customer,price_stress,fiber_new_customer,Churn_Probability,Prediction,Risk_Level,Recommended_Action
1,0,0,0,10,1,0,0,1,0,1,0,1,0,64.9,685.55,1,1,3,12,0,0.8333333333333334,0,0,0,0,0,1,1,0,0,5.9,0,0.0,0,0.0946651090342679,0,Low,No action
0,0,0,0,29,1,0,0,0,0,0,0,0,0,19.1,529.5,4,0,0,12,0,1.0,0,0,1,0,0,1,1,0,0,0.6366666666666667,0,0.0,0,0.0224904214559387,0,Low,No action
0,0,1,0,52,1,1,0,1,0,1,0,1,1,95.65,5088.4,6,1,3,1,1,0.0,0,1,0,1,0,0,0,0,1,1.8047169811320756,0,95.65,0,0.2865617882303088,0,Low,No action
1,0,0,0,48,1,0,1,0,1,1,0,0,1,60.35,2896.4,6,1,3,12,0,1.0,0,0,0,1,0,0,1,0,0,1.2316326530612245,0,0.0,0,0.0224904214559387,0,Low,No action
1,0,0,0,1,1,0,0,0,0,0,0,0,0,20.3,20.3,0,0,0,1,1,0.0,0,0,1,1,0,0,0,0,0,10.15,1,20.3,0,0.25527812766447405,0,Low,No action
0,0,1,1,62,1,1,0,0,0,0,0,0,1,24.25,1424.6,7,0,0,24,0,1.0,0,0,1,0,0,0,0,1,0,0.3849206349206349,0,0.0,0,0.004583254583254583,0,Low,No action
0,0,0,0,3,0,0,0,0,1,0,1,0,1,40.15,130.75,0,1,2,1,1,0.0,0,0,0,0,0,1,0,0,0,10.0375,1,40.15,0,0.5907427116226303,1,Medium,Send engagement offer
1,1,0,0,8,1,1,0,0,0,0,0,0,1,75.75,606.25,1,1,0,1,1,0.0,0,1,0,0,1,0,0,0,1,8.416666666666666,0,75.75,0,0.6836014227318575,1,High,Priority retention call
0,0,1,0,43,1,1,1,1,0,1,0,0,0,66.25,2907.35,5,1,3,1,1,0.0,0,0,0,0,0,0,0,0,0,1.5056818181818181,0,66.25,0,0.04394296951819076,0,Low,No action
0,0,0,1,66,1,1,1,1,0,1,0,0,0,65.7,4378.9,7,1,3,24,0,1.0,0,0,0,0,0,0,0,1,0,0.9805970149253732,0,0.0,0,0.004583254583254583,0,Low,No action
1,0,0,0,33,1,1,0,1,0,0,1,1,1,100.0,3320.6,4,1,3,1,1,0.0,0,1,0,0,1,0,0,0,1,2.941176470588235,0,100.0,0,0.5830568112743038,1,Medium,Send engagement offer
1,1,0,0,66,1,1,1,0,0,0,1,1,1,102.4,6471.85,7,1,3,24,0,1.0,0,1,0,0,0,0,0,1,0,1.528358208955224,0,0.0,0,0.08590878148400272,0,Low,No action
0,0,0,0,16,1,1,0,1,0,0,0,0,0,55.3,875.35,2,1,1,1,1,0.0,0,0,0,0,1,0,0,0,0,3.2529411764705882,0,55.3,0,0.21493866477942913,0,Low,No action
1,0,1,1,11,1,0,0,0,0,0,0,0,0,20.6,233.9,1,0,0,12,0,0.9166666666666666,0,0,1,0,0,1,1,0,0,1.7166666666666668,0,0.0,0,0.040190679853871515,0,Low,No action
0,0,1,1,72,1,0,0,0,0,0,0,0,0,20.3,1401.15,8,0,0,24,0,1.0,0,0,1,0,0,0,0,1,0,0.2780821917808219,0,0.0,0,0.0,0,Low,No action
0,0,0,0,29,1,1,0,1,1,0,0,1,0,70.9,1964.6,4,1,3,12,0,1.0,0,0,0,1,0,0,1,0,0,2.3633333333333333,0,0.0,0,0.12536902202491076,0,Low,No action
1,0,0,1,2,1,1,0,0,0,0,1,1,1,94.2,193.8,0,1,2,1,1,0.0,0,1,0,0,0,0,0,0,1,31.4,1,94.2,1,0.8844166528464003,1,High,Priority retention call
0,0,0,0,1,1,0,0,0,0,0,0,0,1,69.65,69.65,0,1,0,1,1,0.0,0,1,0,0,1,0,0,0,1,34.825,1,69.65,1,0.8852285925456657,1,High,Priority retention call
0,0,1,0,14,1,1,0,0,0,1,1,0,1,66.6,979.5,2,1,2,1,1,0.0,0,0,0,1,0,0,0,0,0,4.4399999999999995,0,66.6,0,0.21493866477942913,0,Low,No action
1,0,0,0,53,1,0,0,0,0,0,0,0,0,19.85,1049.6,6,0,0,24,0,1.0,0,0,1,1,0,0,0,1,0,0.3675925925925926,0,0.0,0,0.004583254583254583,0,Low,No action
1,0,0,0,2,1,0,0,0,0,0,0,0,1,70.95,137.95,0,1,0,1,1,0.0,0,1,0,0,1,0,0,0,1,23.65,1,70.95,1,0.6771446027157154,1,High,Priority retention call
0,0,1,1,59,1,1,1,1,0,1,1,1,1,111.1,6555.2,6,1,5,24,0,1.0,0,1,0,0,0,1,0,1,0,1.8516666666666666,0,0.0,0,0.07382086939609063,0,Low,No action
1,0,1,1,6,1,0,1,1,0,0,0,0,0,55.9,365.35,1,1,2,1,1,0.0,0,0,0,1,0,0,0,0,0,7.985714285714285,1,55.9,0,0.12536902202491076,0,Low,No action
1,0,1,0,64,1,0,0,0,0,0,0,0,0,19.45,1208.6,7,0,0,24,0,1.0,0,0,1,1,0,0,0,1,0,0.29923076923076924,0,0.0,0,0.002331002331002331,0,Low,No action
1,0,1,0,42,1,1,0,0,0,0,0,0,1,50.25,2203.65,5,1,0,1,1,0.0,0,0,0,0,1,0,0,0,0,1.1686046511627908,0,50.25,0,0.2137309353108301,0,Low,No action
1,0,1,1,48,1,0,0,0,0,0,0,0,0,20.65,1057.0,6,0,0,24,0,1.0,0,0,1,0,0,0,0,1,0,0.4214285714285714,0,0.0,0,0.0022522522522522522,0,Low,No action
1,0,1,0,52,0,0,1,0,1,0,0,0,0,35.45,1958.95,6,1,2,12,0,1.0,0,0,0,0,0,1,1,0,0,0.6688679245283019,0,0.0,0,0.0224904214559387,0,Low,No action
0,0,1,0,67,1,0,1,1,1,1,1,1,1,111.05,7321.05,7,1,6,24,0,1.0,0,1,0,0,1,0,0,1,0,1.6330882352941176,0,0.0,0,0.07414138221660345,0,Low,No action
0,0,0,0,29,1,0,0,0,0,1,1,1,1,94.2,2607.6,4,1,3,1,1,0.0,0,1,0,0,1,0,0,0,1,3.14,0,94.2,0,0.44128707148791674,1,Medium,Send engagement offer
0,0,1,1,2,1,0,0,0,0,0,0,0,0,19.85,35.9,0,0,0,12,0,0.16666666666666666,0,0,1,0,0,1,1,0,0,6.616666666666667,1,0.0,0,0.0224904214559387,0,Low,No action
0,0,1,0,34,1,1,0,0,1,0,1,1,1,100.05,3480.0,4,1,3,1,1,0.0,0,1,0,0,1,0,0,0,1,2.8585714285714285,0,100.05,0,0.5914746921710163,1,Medium,Send engagement offer
0,0,0,0,65,1,1,0,0,0,0,0,0,1,25.1,1725.0,7,0,0,24,0,1.0,0,0,1,0,0,0,0,1,0,0.3803030303030303,0,0.0,0,0.01483100233100233,0,Low,No action
0,0,0,0,10,1,0,0,0,0,0,0,1,1,56.75,503.25,1,1,1,1,1,0.0,0,0,0,0,0,0,0,0,0,5.159090909090909,0,56.75,0,0.26839061903783495,0,Low,No action
0,0,0,0,19,0,0,0,0,0,0,0,0,1,25.15,468.35,3,1,0,1,1,0.0,0,0,0,0,0,0,0,0,0,1.2575,0,25.15,0,0.25527812766447405,0,Low,No action
1,0,1,1,55,1,1,1,0,0,0,1,1,0,100.9,5448.6,6,1,3,12,0,1.0,0,1,0,0,0,1,1,0,0,1.8017857142857143,0,0.0,0,0.12536902202491076,0,Low,No action
0,0,0,0,3,1,0,0,0,0,1,1,1,1,69.35,191.35,0,1,3,1,1,0.0,0,0,0,0,1,0,0,0,0,17.3375,1,69.35,0,0.5605401122870165,1,Medium,Send engagement offer
1,0,1,1,3,1,0,0,1,0,1,0,0,1,80.0,241.3,0,1,2,1,1,0.0,0,1,0,0,1,0,0,0,1,20.0,1,80.0,1,0.5541415055930895,1,Medium,Send engagement offer
0,1,0,0,32,1,0,0,0,0,0,0,0,0,19.8,587.7,4,0,0,12,0,1.0,0,0,1,1,0,0,1,0,0,0.6000000000000001,0,0.0,0,0.0224904214559387,0,Low,No action
0,0,1,0,69,1,0,0,0,0,0,0,0,0,19.9,1363.45,7,0,0,24,0,1.0,0,0,1,0,0,1,0,1,0,0.28428571428571425,0,0.0,0,0.002331002331002331,0,Low,No action
0,0,0,0,11,1,0,0,0,0,0,0,0,0,19.5,226.8,1,0,0,12,0,0.9166666666666666,0,0,1,0,0,1,1,0,0,1.625,0,0.0,0,0.04074438970990695,0,Low,No action
1,0,0,0,17,1,0,0,0,0,0,0,0,0,20.15,353.65,2,0,0,12,0,1.0,0,0,1,0,0,1,1,0,0,1.1194444444444442,0,0.0,0,0.04074438970990695,0,Low,No action
0,0,1,1,58,1,0,0,1,0,1,1,1,1,75.2,4300.8,6,1,4,12,0,1.0,0,0,0,1,0,0,1,0,0,1.2745762711864408,0,0.0,0,0.08334467891990016,0,Low,No action
1,0,0,1,1,1,0,0,0,1,0,0,1,0,59.2,59.2,0,1,2,1,1,0.0,0,0,0,0,1,0,0,0,0,29.6,1,59.2,0,0.5830568112743038,1,Medium,Send engagement offer
1,0,0,0,1,0,0,0,0,0,0,0,0,0,25.85,25.85,0,1,0,12,0,0.08333333333333333,0,0,0,0,0,1,1,0,0,12.925,1,0.0,0,0.11328110993699868,0,Low,No action
0,0,0,0,71,1,1,1,1,1,1,0,1,0,80.6,5708.2,7,1,5,24,0,1.0,0,0,0,0,0,0,0,1,0,1.1194444444444442,0,0.0,0,0.019187118152635393,0,Low,No action
0,0,1,1,53,1,1,0,0,0,0,0,0,0,25.55,1336.1,6,0,0,24,0,1.0,0,0,1,1,0,0,0,1,0,0.47314814814814815,0,0.0,0,0.004583254583254583,0,Low,No action
0,1,1,0,16,1,0,0,1,0,0,0,0,1,74.3,1178.25,2,1,1,1,1,0.0,0,1,0,1,0,0,0,0,1,4.370588235294117,0,74.3,0,0.45465198707055904,1,Medium,Send engagement offer
1,0,0,0,24,1,1,0,0,0,0,0,0,0,24.6,605.25,4,0,0,12,0,1.0,0,0,1,0,0,0,1,0,0,0.9840000000000001,0,0.0,0,0.04074438970990695,0,Low,No action
0,0,0,0,30,1,0,0,0,0,0,1,1,1,90.25,2755.35,4,1,2,1,1,0.0,0,1,0,0,1,0,0,0,1,2.911290322580645,0,90.25,0,0.5605401122870165,1,Medium,Send engagement offer
1,0,1,0,20,0,0,0,0,0,0,0,0,1,24.45,482.8,3,1,0,1,1,0.0,0,0,0,0,1,0,0,0,0,1.1642857142857141,0,24.45,0,0.33368766744447326,1,Medium,Send engagement offer
1,0,0,0,3,1,0,0,1,0,0,1,0,0,83.75,247.25,0,1,2,1,1,0.0,0,1,0,0,1,0,0,0,1,20.9375,1,83.75,1,0.5830568112743038,1,Medium,Send engagement offer
0,0,1,1,19,1,0,0,0,0,0,0,0,0,20.6,414.95,3,0,0,1,1,0.0,0,0,1,0,0,1,0,0,0,1.03,0,20.6,0,0.067196937772159,0,Low,No action
1,0,1,0,60,1,1,0,1,1,1,1,1,1,110.8,6640.7,7,1,5,24,0,1.0,0,1,0,1,0,0,0,1,0,1.8163934426229509,0,0.0,0,0.09722921159837049,0,Low,No action
0,0,1,0,8,1,0,1,0,0,0,0,0,1,74.5,609.9,1,1,1,1,1,0.0,0,1,0,0,1,0,0,0,1,8.277777777777777,0,74.5,0,0.5196556734050808,1,Medium,Send engagement offer
1,0,1,1,6,1,0,0,0,0,0,0,0,0,19.85,119.3,1,0,0,1,1,0.0,0,0,1,0,0,1,0,0,0,2.835714285714286,1,19.85,0,0.1403975120534008,0,Low,No action
1,0,1,1,13,1,0,0,0,0,0,1,1,0,88.35,1222.8,2,1,2,1,1,0.0,0,1,0,0,1,0,0,0,1,6.310714285714285,0,88.35,0,0.5357406123058625,1,Medium,Send engagement offer
1,0,1,1,30,1,0,0,0,0,0,0,0,0,19.55,608.5,4,0,0,12,0,1.0,0,0,1,0,0,0,1,0,0,0.6306451612903226,0,0.0,0,0.020545977011494253,0,Low,No action
1,0,0,0,58,1,1,1,1,1,0,1,1,1,107.75,6332.75,6,1,5,12,0,1.0,0,1,0,0,1,0,1,0,0,1.826271186440678,0,0.0,0,0.3137621122870871,1,Medium,Send engagement offer
1,1,1,0,15,1,0,0,1,0,0,1,1,1,94.65,1285.05,2,1,3,1,1,0.0,0,1,0,0,1,0,0,0,1,5.915625,0,94.65,0,0.5965846360212558,1,Medium,Send engagement offer
1,1,1,1,29,0,0,0,1,1,0,0,0,1,35.65,1025.15,4,1,2,1,1,0.0,0,0,0,0,0,1,0,0,0,1.1883333333333332,0,35.65,0,0.1480918407701369,0,Low,No action
0,1,1,0,3,1,1,0,1,1,0,1,1,1,105.9,334.65,0,1,4,1,1,0.0,0,1,0,0,1,0,0,0,1,26.475,1,105.9,1,0.8852285925456657,1,High,Priority retention call
0,0,0,0,19,1,0,0,0,0,0,0,0,1,19.95,373.5,3,0,0,24,0,0.7916666666666666,0,0,1,0,0,1,0,1,0,0.9975,0,0.0,0,0.01483100233100233,0,Low,No action
1,0,0,0,34,1,0,1,0,1,1,1,1,1,79.95,2727.3,4,1,5,12,0,1.0,0,0,0,0,0,0,1,0,0,2.2842857142857143,0,0.0,0,0.12536902202491076,0,Low,No action
0,0,0,0,43,1,1,0,1,0,0,0,0,1,77.85,3365.85,5,1,1,1,1,0.0,0,1,0,0,1,0,0,0,1,1.7693181818181818,0,77.85,0,0.45465198707055904,1,Medium,Send engagement offer
0,1,1,1,60,1,1,1,0,0,0,0,0,1,80.95,4859.1,7,1,1,1,1,0.0,0,1,0,0,1,0,0,0,1,1.327049180327869,0,80.95,0,0.18442773216006278,0,Low,No action
1,0,1,1,72,1,1,1,1,0,1,1,0,0,99.9,7251.7,8,1,4,24,0,1.0,0,1,0,0,0,0,0,1,0,1.3684931506849316,0,0.0,0,0.020545977011494253,0,Low,No action
0,0,0,0,69,1,1,0,1,1,1,1,0,1,97.65,6743.55,7,1,4,24,0,1.0,0,1,0,1,0,0,0,1,0,1.395,0,0.0,0,0.067196937772159,0,Low,No action
1,0,1,0,72,1,1,1,1,1,1,1,1,1,91.15,6637.9,8,1,6,24,0,1.0,0,0,0,0,0,0,0,1,0,1.2486301369863013,0,0.0,0,0.0224904214559387,0,Low,No action
1,0,1,0,8,1,0,1,0,0,1,0,1,0,65.5,564.35,1,1,3,24,0,0.3333333333333333,0,0,0,0,0,1,0,1,0,7.277777777777778,0,0.0,0,0.019187118152635393,0,Low,No action
0,0,0,0,35,1,0,1,0,0,1,0,1,1,89.2,3251.3,4,1,3,12,0,1.0,0,1,0,0,1,0,1,0,0,2.477777777777778,0,0.0,0,0.17210377381369701,0,Low,No action
0,0,0,0,1,1,0,0,0,0,0,0,0,1,19.9,19.9,0,0,0,1,1,0.0,0,0,1,0,0,1,0,0,0,9.95,1,19.9,0,0.3768389469608982,1,Medium,Send engagement offer
0,0,1,1,52,1,1,0,0,0,0,0,0,0,25.75,1345.85,6,0,0,24,0,1.0,0,0,1,0,0,1,0,1,0,0.4858490566037736,0,0.0,0,0.004583254583254583,0,Low,No action
1,1,0,0,7,1,0,1,0,0,0,0,0,0,76.45,503.6,1,1,1,1,1,0.0,0,1,0,0,0,0,0,0,1,9.55625,0,76.45,0,0.36587403468019647,1,Medium,Send engagement offer
0,0,0,0,50,0,0,1,0,0,1,0,0,1,35.4,1748.9,6,1,2,12,0,1.0,0,0,0,0,0,1,1,0,0,0.6941176470588235,0,0.0,0,0.0224904214559387,0,Low,No action
1,0,1,1,71,1,1,0,0,0,0,0,0,0,23.9,1663.5,7,0,0,24,0,1.0,0,0,1,1,0,0,0,1,0,0.33194444444444443,0,0.0,0,0.004583254583254583,0,Low,No action
0,0,0,0,64,1,0,0,0,0,0,0,0,0,19.55,1240.15,7,0,0,24,0,1.0,0,0,1,0,0,1,0,1,0,0.3007692307692308,0,0.0,0,0.002331002331002331,0,Low,No action
0,0,1,0,28,1,0,1,0,0,1,0,0,0,54.35,1426.45,4,1,2,12,0,1.0,0,0,0,0,0,1,1,0,0,1.8741379310344828,0,0.0,0,0.0224904214559387,0,Low,No action
0,0,1,0,29,1,1,0,1,0,0,0,0,1,80.15,2265.25,4,1,1,1,1,0.0,0,1,0,0,0,0,0,0,1,2.671666666666667,0,80.15,0,0.37138781914134933,1,Medium,Send engagement offer
0,0,0,0,49,0,0,0,0,1,0,0,0,1,30.2,1453.1,6,1,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0.604,0,30.2,0,0.13306335074164685,0,Low,No action
1,0,1,1,18,1,0,0,0,0,0,0,0,1,20.25,401.95,3,0,0,1,1,0.0,0,0,1,0,0,1,0,0,0,1.0657894736842104,0,20.25,0,0.09690869877785767,0,Low,No action
1,0,1,1,9,1,1,0,1,0,0,0,0,1,55.3,501.2,1,1,1,1,1,0.0,0,0,0,0,0,1,0,0,0,5.53,0,55.3,0,0.2346774607718982,0,Low,No action
0,0,0,0,7,1,0,0,0,0,0,0,0,0,19.25,112.3,1,0,0,1,1,0.0,0,0,1,0,1,0,0,0,0,2.40625,0,19.25,0,0.1403975120534008,0,Low,No action
0,0,1,1,63,1,1,0,1,0,0,0,1,1,91.35,5764.7,7,1,2,12,0,1.0,0,1,0,0,1,0,1,0,0,1.42734375,0,0.0,0,0.1403975120534008,0,Low,No action
1,0,0,0,7,0,0,0,1,0,0,0,1,1,40.1,293.3,1,1,2,1,1,0.0,0,0,0,1,0,0,0,0,0,5.0125,0,40.1,0,0.36003011931884,1,Medium,Send engagement offer
0,0,1,1,24,1,1,1,0,0,0,0,0,0,54.75,1338.15,4,1,1,1,1,0.0,0,0,0,0,1,0,0,0,0,2.19,0,54.75,0,0.12455999765217995,0,Low,No action
0,1,1,0,19,1,0,1,0,1,0,1,0,0,66.4,1286.05,3,1,3,1,1,0.0,0,0,0,0,0,0,0,0,0,3.3200000000000003,0,66.4,0,0.11328110993699868,0,Low,No action
1,1,0,0,8,1,1,0,0,0,1,1,1,1,100.15,908.55,1,1,3,1,1,0.0,0,1,0,1,0,0,0,0,1,11.127777777777778,0,100.15,0,0.8075752039946414,1,High,Priority retention call
0,1,1,1,72,1,1,1,1,1,1,1,1,1,114.95,8196.4,8,1,6,24,0,1.0,0,1,0,0,0,0,0,1,0,1.5746575342465754,0,0.0,0,0.04074438970990695,0,Low,No action
0,0,1,1,28,1,1,1,1,0,0,1,1,0,106.1,2847.4,4,1,4,12,0,1.0,0,1,0,0,1,0,1,0,0,3.658620689655172,0,0.0,0,0.17979810253043316,0,Low,No action
1,0,1,0,26,1,0,0,1,0,1,1,1,1,73.05,1959.5,4,1,4,1,1,0.0,0,0,0,0,1,0,0,0,0,2.7055555555555553,0,73.05,0,0.2137309353108301,0,Low,No action
1,0,1,1,19,0,0,0,0,0,0,0,0,1,24.85,434.8,3,1,0,1,1,0.0,0,0,0,0,0,1,0,0,0,1.2425000000000002,0,24.85,0,0.2028985507246377,0,Low,No action
1,0,1,1,6,1,1,0,0,0,0,0,0,1,48.95,273.25,1,1,0,1,1,0.0,0,0,0,1,0,0,0,0,0,6.992857142857143,1,48.95,0,0.34284517660198244,1,Medium,Send engagement offer
1,0,0,0,63,1,0,0,0,1,0,0,1,0,58.55,3503.5,7,1,2,12,0,1.0,0,0,0,1,0,0,1,0,0,0.91484375,0,0.0,0,0.06219693777215901,0,Low,No action
0,0,1,1,5,1,0,0,0,0,0,0,0,0,19.45,86.05,0,0,0,1,1,0.0,0,0,1,0,0,1,0,0,0,3.2416666666666663,1,19.45,0,0.1403975120534008,0,Low,No action
0,0,1,1,71,1,1,1,0,0,0,1,1,1,97.2,6910.3,7,1,3,24,0,1.0,0,1,0,0,1,0,0,1,0,1.3499999999999999,0,0.0,0,0.12536902202491076,0,Low,No action
0,0,0,0,3,1,0,0,0,0,0,0,0,1,43.3,123.65,0,1,0,1,1,0.0,0,0,0,0,1,0,0,0,0,10.825,1,43.3,0,0.5682260126353431,1,Medium,Send engagement offer
0,0,0,0,2,1,0,0,0,0,0,0,1,1,80.2,181.1,0,1,1,1,1,0.0,0,1,0,0,1,0,0,0,1,26.733333333333334,1,80.2,1,0.8344372308566682,1,High,Priority retention call
1,0,1,0,72,1,1,1,0,1,1,1,1,1,110.15,7881.2,8,1,5,24,0,1.0,0,1,0,1,0,0,0,1,0,1.5089041095890412,0,0.0,0,0.06219693777215901,0,Low,No action
1,0,0,0,10,1,0,0,0,0,0,0,0,0,18.85,163.2,1,0,0,1,1,0.0,0,0,1,0,0,1,0,0,0,1.7136363636363638,0,18.85,0,0.09722921159837049,0,Low,No action
0,0,0,0,1,1,0,0,0,0,0,0,0,0,20.3,20.3,0,0,0,1,1,0.0,0,0,1,0,0,1,0,0,0,10.15,1,20.3,0,0.2734492968569479,0,Low,No action
0,0,0,0,4,1,0,0,0,0,0,1,0,0,77.85,299.2,0,1,1,1,1,0.0,0,1,0,0,1,0,0,0,1,15.57,1,77.85,1,0.5907427116226303,1,Medium,Send engagement offer
1,0,0,0,27,1,0,1,1,0,0,0,0,0,52.85,1498.65,4,1,2,24,0,1.0,0,0,0,0,0,0,0,1,0,1.8875,0,0.0,0,0.0224904214559387,0,Low,No action
0,0,0,0,52,1,1,0,0,1,0,0,1,1,89.45,4577.75,6,1,2,24,0,1.0,0,1,0,1,0,0,0,1,0,1.6877358490566037,0,0.0,0,0.1403975120534008,0,Low,No action
1,0,1,0,22,1,0,0,0,0,0,1,0,1,80.0,1706.45,3,1,1,1,1,0.0,0,1,0,1,0,0,0,0,1,3.4782608695652173,0,80.0,0,0.3939708725194755,1,Medium,Send engagement offer
1,1,0,0,1,1,0,0,0,0,0,0,0,1,69.95,69.95,0,1,0,1,1,0.0,0,1,0,0,1,0,0,0,1,34.975,1,69.95,1,0.8852285925456657,1,High,Priority retention call
0,0,1,0,10,1,0,1,0,0,1,0,0,1,54.95,568.85,1,1,2,1,1,0.0,0,0,0,1,0,0,0,0,0,4.995454545454546,0,54.95,0,0.12536902202491076,0,Low,No action
0,0,1,1,48,1,0,0,1,1,0,0,0,1,55.8,2651.2,6,1,2,12,0,1.0,0,0,0,1,0,0,1,0,0,1.1387755102040815,0,0.0,0,0.0414703425229741,0,Low,No action
0,0,0,0,1,1,0,0,0,0,0,0,0,0,20.8,20.8,0,0,0,1,1,0.0,0,0,1,0,0,1,0,0,0,10.4,1,20.8,0,0.2734492968569479,0,Low,No action
1,0,1,0,12,1,0,0,0,0,0,0,0,1,20.05,264.55,2,0,0,24,0,0.5,0,0,1,0,1,0,0,1,0,1.5423076923076924,0,0.0,0,0.0224904214559387,0,Low,No action
0,0,1,1,16,1,1,1,1,0,1,1,1,0,84.9,1398.25,2,1,5,1,1,0.0,0,0,0,0,1,0,0,0,0,4.9941176470588236,0,84.9,0,0.13306335074164685,0,Low,No action
0,0,0,0,2,1,0,0,0,0,0,0,0,0,19.3,28.3,0,0,0,12,0,0.16666666666666666,0,0,1,1,0,0,1,0,0,6.433333333333334,1,0.0,0,0.0224904214559387,0,Low,No action
0,1,0,0,14,1,1,0,0,0,0,1,1,1,95.6,1273.3,2,1,2,1,1,0.0,0,1,0,0,1,0,0,0,1,6.373333333333333,0,95.6,0,0.7104634495938843,1,High,Priority retention call
0,0,1,1,61,1,1,0,0,1,1,1,1,1,81.0,4976.15,7,1,4,24,0,1.0,0,0,0,0,0,0,0,1,0,1.3064516129032258,0,0.0,0,0.04074438970990695,0,Low,No action
0,0,1,1,11,1,0,0,0,0,0,0,0,1,20.45,250.8,1,0,0,1,1,0.0,0,0,1,0,1,0,0,0,0,1.7041666666666666,0,20.45,0,0.1403975120534008,0,Low,No action
1,0,0,0,12,1,1,0,0,0,1,1,1,0,74.05,872.65,2,1,3,12,0,1.0,0,0,0,0,0,1,1,0,0,5.696153846153846,0,0.0,0,0.18202467355053384,0,Low,No action
0,0,1,0,70,1,0,0,0,0,0,0,0,0,19.85,1433.8,7,0,0,24,0,1.0,0,0,1,1,0,0,0,1,0,0.2795774647887324,0,0.0,0,0.004583254583254583,0,Low,No action
1,0,0,0,17,1,0,0,0,0,0,0,0,0,20.05,337.9,2,0,0,12,0,1.0,0,0,1,1,0,0,1,0,0,1.113888888888889,0,0.0,0,0.04074438970990695,0,Low,No action
1,0,0,0,2,1,0,0,0,0,0,0,0,0,70.0,153.05,0,1,0,1,1,0.0,0,1,0,0,0,0,0,0,1,23.333333333333332,1,70.0,1,0.5830568112743038,1,Medium,Send engagement offer
0,0,0,0,9,1,0,0,0,0,0,0,0,1,18.95,185.6,1,0,0,1,1,0.0,0,0,1,0,0,1,0,0,0,1.895,0,18.95,0,0.1403975120534008,0,Low,No action
1,0,1,1,33,1,0,1,1,1,0,0,0,1,58.45,1955.4,4,1,3,12,0,1.0,0,0,0,0,0,1,1,0,0,1.7191176470588236,0,0.0,0,0.0464703425229741,0,Low,No action
0,0,1,1,69,1,1,1,0,1,1,1,1,0,86.9,6194.1,7,1,5,24,0,1.0,0,0,0,0,0,0,0,1,0,1.2414285714285715,0,0.0,0,0.0224904214559387,0,Low,No action
1,0,0,0,15,1,0,0,1,0,0,0,0,0,48.85,736.8,2,1,1,1,1,0.0,0,0,0,0,1,0,0,0,0,3.053125,0,48.85,0,0.18202467355053384,0,Low,No action
1,1,1,0,35,1,1,1,1,0,1,1,0,1,100.5,3653.35,4,1,4,1,1,0.0,0,1,0,0,0,0,0,0,1,2.7916666666666665,0,100.5,0,0.25648585713307304,0,Low,No action
0,0,0,1,47,1,0,1,1,0,0,0,0,1,55.3,2654.05,5,1,2,1,1,0.0,0,0,0,0,1,0,0,0,0,1.1520833333333331,0,55.3,0,0.11662723585646724,0,Low,No action
0,0,0,0,1,1,0,0,0,0,0,0,0,1,44.15,44.15,0,1,0,1,1,0.0,0,0,0,0,0,1,0,0,0,22.075,1,44.15,0,0.5830568112743038,1,Medium,Send engagement offer
0,0,0,0,41,1,1,0,0,1,0,0,0,1,55.7,2237.55,5,1,1,1,1,0.0,0,0,0,0,0,0,0,0,0,1.3261904761904761,0,55.7,0,0.13306335074164685,0,Low,No action
0,0,1,1,21,0,0,0,0,0,0,0,0,1,26.05,565.75,3,1,0,1,1,0.0,0,0,0,0,1,0,0,0,0,1.184090909090909,0,26.05,0,0.25648585713307304,0,Low,No action
1,0,1,0,34,1,0,0,0,0,1,0,0,0,50.2,1815.3,4,1,1,1,1,0.0,0,0,0,0,0,0,0,0,0,1.4342857142857144,0,50.2,0,0.07819685506601394,0,Low,No action
0,0,1,1,33,1,0,1,0,1,0,1,1,0,74.75,2453.3,4,1,4,12,0,1.0,0,0,0,1,0,0,1,0,0,2.198529411764706,0,0.0,0,0.09775249332771456,0,Low,No action
0,1,0,0,11,1,1,0,1,1,1,1,1,1,111.4,1183.05,1,1,5,1,1,0.0,0,1,0,0,1,0,0,0,1,9.283333333333333,0,111.4,0,0.6771446027157154,1,High,Priority retention call
0,0,1,1,53,1,1,0,0,1,1,1,1,1,78.75,3942.45,6,1,4,12,0,1.0,0,0,0,0,0,1,1,0,0,1.4583333333333333,0,0.0,0,0.12536902202491076,0,Low,No action
1,0,0,0,2,1,0,0,0,0,0,0,1,0,80.55,184.1,0,1,1,1,1,0.0,0,1,0,0,1,0,0,0,1,26.849999999999998,1,80.55,1,0.6332996118666664,1,High,Priority retention call
0,1,0,0,1,1,1,0,0,0,0,0,0,1,76.45,76.45,0,1,0,1,1,0.0,0,1,0,0,1,0,0,0,1,38.225,1,76.45,1,0.9397269397269398,1,High,Priority retention call
